"App","Architecture Team","Asset Type","CCM Lite","CIS Asset Type","CIS Description","CIS Safeguard","CIS Security Function","CIS Title","CSF Category","CSF Category Identifier","CSF Function","Compute","Control ID","Control Specification","Control Title","Cybersecurity","Data","Description","GRC Team","HR","ISO 27001 Asset Type","ISO 27001 CIS Safeguard","ISO 27001 Description","ISO 27001 Security Function","ISO 27001 Title","IaaS","Internal Audit","Legal/Privacy","Metrics","Network","Objective","Operations","PaaS","Phys","Priority","Process Steps","Responsible Team","SW Development","SaaS","Scope","Security Function","Storage","Supply Chain Management","Title"
"TRUE","TRUE","","No","","","","","","","","","TRUE","LOG-03","Identify and monitor security-related events within applications
and the underlying infrastructure. Define and implement a system to generate
alerts to responsible stakeholders based on such events and corresponding metrics.","Security Monitoring and Alerting","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","TRUE","['Number of log retention incidents', 'Frequency of policy updates', 'Compliance rate with retention policies']","TRUE","Manage log retention.","TRUE","Shared","TRUE","Priority 3","['Define Log Retention Policies', 'Implement Retention Measures', 'Regularly Monitor Log Retention', 'Update Policies as Needed']","","TRUE","Shared","All system logs.","","TRUE","FALSE",""
"TRUE","TRUE","Audit logs","Yes","Audit logs","Ensure that audit logs are protected from unauthorized access, modification, or deletion.","5.2","Protect","Protect Audit Logs","Identity Management, Authentication, and Access Control","PR.AA","Protect (PR)","TRUE","LOG-04","Restrict audit logs access to authorized personnel and maintain records
that provide unique access accountability.","Audit Logs Access and Accountability","TRUE","TRUE","Ensure that audit logs are protected from unauthorized access, modification, or deletion.","TRUE","FALSE","Audit logs","5.2","Ensure that audit logs are protected from unauthorized access, modification, or deletion.","Protect","Protect Audit Logs","Shared","TRUE","TRUE","['Number of log integrity incidents', 'Frequency of policy updates', 'Compliance rate with integrity policies']","TRUE","Ensure log integrity.","TRUE","Shared","TRUE","Priority 3","['Define Log Integrity Policies', 'Implement Integrity Measures', 'Regularly Monitor Log Integrity', 'Update Policies as Needed']","IT Team","TRUE","Shared","All system logs.","Protect","TRUE","FALSE","Protect Audit Logs"
"TRUE","TRUE","Configuration management","Yes","Configuration management","Ensure that configuration management processes include secure configuration baselines for all systems.","12.1","Protect","Establish Secure Configuration Management","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","LOG-05","Monitor security audit logs to detect activity outside of typical
or expected patterns. Establish and follow a defined process to review and take
appropriate and timely actions on detected anomalies.","Audit Logs Monitoring and Response","TRUE","TRUE","Ensure that configuration management processes include secure configuration baselines for all systems.","TRUE","FALSE","Configuration management","12.1","Ensure that configuration management processes include secure configuration baselines for all systems.","Protect","Establish Secure Configuration Management","Shared","TRUE","FALSE","['Number of log protection incidents', 'Frequency of policy updates', 'Compliance rate with protection policies']","TRUE","Protect log data.","TRUE","Shared","TRUE","Priority 3","['Define Log Protection Policies', 'Implement Protection Measures', 'Regularly Monitor Log Protection', 'Update Policies as Needed']","IT Team","TRUE","Shared","All system logs.","Protect","TRUE","FALSE","Establish Secure Configuration Management"
"TRUE","TRUE","Audit logs","No","Audit logs","Establish a process to regularly review audit logs for security events.","5.3","Detect","Regularly Review Audit Logs","Identity Management, Authentication, and Access Control","PR.AA","Protect (PR)","TRUE","LOG-06","Use a reliable time source across all relevant information processing
systems.","Clock Synchronization","TRUE","TRUE","Establish a process to regularly review audit logs for security events.","TRUE","FALSE","Audit logs","5.3","Establish a process to regularly review audit logs for security events.","Detect","Regularly Review Audit Logs","Shared","TRUE","TRUE","['Number of log analysis incidents', 'Frequency of policy updates', 'Compliance rate with analysis policies']","TRUE","Implement log analysis.","TRUE","CSP-Owned","TRUE","Priority 3","['Define Log Analysis Policies', 'Implement Analysis Measures', 'Regularly Monitor Log Analysis', 'Update Policies as Needed']","IT Team","TRUE","CSP-Owned","All system logs.","Detect","TRUE","FALSE","Regularly Review Audit Logs"
"TRUE","TRUE","Configuration management","No","Configuration management","Implement logging and monitoring to track configuration changes across the enterprise.","12.2","Detect","Monitor and Log Configuration Changes","Continuous Monitoring","DE.CM","Detect (DE)","TRUE","LOG-07","Establish, document and implement which information meta/data system
events should be logged. Review and update the scope at least annually or whenever
there is a change in the threat environment.","Logging Scope","TRUE","TRUE","Implement logging and monitoring to track configuration changes across the enterprise.","TRUE","FALSE","Configuration management","12.2","Implement logging and monitoring to track configuration changes across the enterprise.","Detect","Monitor and Log Configuration Changes","Shared","TRUE","FALSE","['Number of log access incidents', 'Frequency of policy updates', 'Compliance rate with access policies']","TRUE","Manage log access.","TRUE","Shared","TRUE","Priority 3","['Define Log Access Policies', 'Implement Access Measures', 'Regularly Monitor Log Access', 'Update Policies as Needed']","IT Team","TRUE","Shared","All system logs.","Detect","TRUE","FALSE","Monitor and Log Configuration Changes"
"TRUE","TRUE","Configuration management","No","Configuration management","Conduct regular audits of configuration settings to ensure compliance with security baselines.","12.3","Detect","Perform Regular Configuration Audits","Continuous Monitoring","DE.CM","Detect (DE)","TRUE","LOG-08","Generate audit records containing relevant security information.","Log Records","TRUE","TRUE","Conduct regular audits of configuration settings to ensure compliance with security baselines.","TRUE","FALSE","Configuration management","12.3","Conduct regular audits of configuration settings to ensure compliance with security baselines.","Detect","Perform Regular Configuration Audits","Shared","TRUE","TRUE","['Number of log compliance incidents', 'Frequency of policy updates', 'Compliance rate with compliance policies']","TRUE","Ensure log compliance.","TRUE","Shared","TRUE","Priority 3","['Define Log Compliance Policies', 'Implement Compliance Measures', 'Regularly Monitor Log Compliance', 'Update Policies as Needed']","IT Team","TRUE","Shared","All logging activities.","Detect","TRUE","FALSE","Perform Regular Configuration Audits"
"TRUE","TRUE","Vulnerability management","No","Vulnerability management","Implement a process for identifying, prioritizing, and addressing vulnerabilities in the enterprise.","13.1","Protect","Establish a Vulnerability Management Process","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","LOG-09","The information system protects audit records from unauthorized access,
modification, and deletion.","Log Protection","TRUE","TRUE","Implement a process for identifying, prioritizing, and addressing vulnerabilities in the enterprise.","TRUE","FALSE","Vulnerability management","13.1","Implement a process for identifying, prioritizing, and addressing vulnerabilities in the enterprise.","Protect","Establish a Vulnerability Management Process","Shared","FALSE","FALSE","['Number of log activity incidents', 'Frequency of policy updates', 'Compliance rate with activity policies']","TRUE","Monitor log activities.","TRUE","Shared","TRUE","Priority 3","['Define Log Activity Policies', 'Implement Monitoring Measures', 'Regularly Monitor Activities', 'Update Policies as Needed']","IT Team","TRUE","Shared","All IT systems.","Protect","TRUE","FALSE","Establish a Vulnerability Management Process"
"TRUE","TRUE","Vulnerability management","No","Vulnerability management","Conduct regular scans of enterprise assets to identify vulnerabilities.","13.2","Detect","Regularly Scan for Vulnerabilities","Continuous Monitoring","DE.CM","Detect (DE)","TRUE","LOG-10","Establish and maintain a monitoring and internal reporting capability
over the operations of cryptographic, encryption and key management policies,
processes, procedures, and controls.","Encryption Monitoring and Reporting","TRUE","TRUE","Conduct regular scans of enterprise assets to identify vulnerabilities.","TRUE","FALSE","Vulnerability management","13.2","Conduct regular scans of enterprise assets to identify vulnerabilities.","Detect","Regularly Scan for Vulnerabilities","Shared","TRUE","FALSE","['Number of documentation incidents', 'Frequency of policy updates', 'Compliance rate with documentation policies']","TRUE","Document logging processes.","TRUE","Shared","TRUE","Priority 3","['Define Logging Documentation Policies', 'Implement Documentation Measures', 'Regularly Review Documentation', 'Update Policies as Needed']","IT Team","TRUE","Shared","All logging activities.","Detect","TRUE","FALSE","Regularly Scan for Vulnerabilities"
"TRUE","TRUE","Vulnerability management","No","Vulnerability management","Ensure that security patches and updates are applied in a timely manner to mitigate vulnerabilities.","13.3","Protect","Apply Security Patches and Updates","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","LOG-11","Log and monitor key lifecycle management events to enable auditing
and reporting on usage of cryptographic keys.","Transaction/Activity Logging","TRUE","TRUE","Ensure that security patches and updates are applied in a timely manner to mitigate vulnerabilities.","TRUE","FALSE","Vulnerability management","13.3","Ensure that security patches and updates are applied in a timely manner to mitigate vulnerabilities.","Protect","Apply Security Patches and Updates","Shared","FALSE","FALSE","['Number of log storage incidents', 'Frequency of policy updates', 'Compliance rate with storage policies']","TRUE","Ensure secure log storage.","TRUE","Shared","TRUE","Priority 3","['Define Log Storage Policies', 'Implement Storage Measures', 'Regularly Monitor Log Storage', 'Update Policies as Needed']","IT Team","TRUE","Shared","All system logs.","Protect","TRUE","FALSE","Apply Security Patches and Updates"
"TRUE","TRUE","","No","","","","","","","","","TRUE","LOG-12","Monitor and log physical access using an auditable access control
system.","Access Control Logs","TRUE","TRUE","","TRUE","FALSE","","","","","","CSP-Owned","TRUE","FALSE","['Number of log archiving incidents', 'Frequency of policy updates', 'Compliance rate with archiving policies']","TRUE","Manage log archiving.","TRUE","CSP-Owned","TRUE","Priority 3","['Define Log Archiving Policies', 'Implement Archiving Measures', 'Regularly Monitor Log Archiving', 'Update Policies as Needed']","","TRUE","CSP-Owned","All system logs.","","TRUE","FALSE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","LOG-13","Define, implement and evaluate processes, procedures and technical
measures for the reporting of anomalies and failures of the monitoring system
and provide immediate notification to the accountable party.","Failures and Anomalies Reporting","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","TRUE","['Number of log correlation incidents', 'Frequency of policy updates', 'Compliance rate with correlation policies']","TRUE","Implement log correlation.","TRUE","Shared","TRUE","Priority 3","['Define Log Correlation Policies', 'Implement Correlation Measures', 'Regularly Monitor Log Correlation', 'Update Policies as Needed']","","TRUE","Shared","All system logs.","","TRUE","FALSE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","SEF-01","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for Security Incident Management, E-Discovery, and Cloud
Forensics. Review and update the policies and procedures at least annually.","Security Incident Management Policy and Procedures","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","FALSE","TRUE","['Number of security incidents', 'Frequency of policy updates', 'Compliance rate with security policies']","TRUE","Ensure secure facilities.","TRUE","Shared","TRUE","Priority 3","['Define Facility Security Policies', 'Implement Security Measures', 'Regularly Monitor Facilities', 'Update Policies as Needed']","","FALSE","Shared","All organizational facilities.","","TRUE","FALSE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","SEF-02","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for the timely management of security incidents. Review
and update the policies and procedures at least annually.","Service Management Policy and Procedures","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","FALSE","TRUE","['Number of unauthorized access incidents', 'Frequency of policy updates', 'Compliance rate with access policies']","TRUE","Protect facilities from unauthorized access.","TRUE","Shared","TRUE","Priority 3","['Define Access Control Policies', 'Implement Access Control Measures', 'Regularly Monitor Facility Access', 'Update Policies as Needed']","","FALSE","Shared","All organizational facilities.","","TRUE","FALSE",""
"TRUE","FALSE","Incident response procedures","Yes","Incident response procedures","Establish and maintain an incident response process to address security incidents.","6.1","Respond","Establish Incident Response Process","Identity Management, Authentication, and Access Control","PR.AA","Protect (PR)","TRUE","SEF-03","'Establish, document, approve, communicate, apply, evaluate and maintain
a security incident response plan, which includes but is not limited to: relevant
internal departments, impacted CSCs, and other business critical relationships
(such as supply-chain) that may be impacted.'","Incident Response Plans","TRUE","TRUE","Establish and maintain an incident response process to address security incidents.","FALSE","FALSE","Incident response procedures","6.1","Establish and maintain an incident response process to address security incidents.","Respond","Establish Incident Response Process","Shared","FALSE","TRUE","['Number of security monitoring incidents', 'Frequency of policy updates', 'Compliance rate with monitoring policies']","TRUE","Monitor facility security.","TRUE","Shared","TRUE","Priority 3","['Define Security Monitoring Policies', 'Implement Monitoring Measures', 'Regularly Monitor Security', 'Update Policies as Needed']","Security Team","FALSE","Shared","All organizational facilities.","Respond","TRUE","FALSE","Establish Incident Response Process"
"TRUE","FALSE","","Yes","","","","","","","","","TRUE","SEF-04","Test and update as necessary incident response plans at planned intervals
or upon significant organizational or environmental changes for effectiveness.","Incident Response Testing","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","FALSE","TRUE","['Number of physical security incidents', 'Frequency of policy updates', 'Compliance rate with physical security policies']","TRUE","Implement physical security controls.","TRUE","Shared","TRUE","Priority 3","['Define Physical Security Policies', 'Implement Security Measures', 'Regularly Monitor Physical Security', 'Update Policies as Needed']","","FALSE","Shared","All organizational facilities.","","TRUE","FALSE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","SEF-05","Establish and monitor information security incident metrics.","Incident Response Metrics","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","FALSE","TRUE","['Number of security incidents', 'Frequency of policy updates', 'Compliance rate with incident policies']","TRUE","Manage facility security incidents.","TRUE","Shared","TRUE","Priority 3","['Define Incident Management Policies', 'Implement Incident Measures', 'Regularly Monitor Incidents', 'Update Policies as Needed']","","FALSE","Shared","All organizational facilities.","","TRUE","FALSE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","SEF-06","Define, implement and evaluate processes, procedures and technical
measures supporting business processes to triage security-related events.","Event Triage Processes","TRUE","TRUE","","FALSE","FALSE","","","","","","Shared","FALSE","TRUE","['Number of operational incidents', 'Frequency of policy updates', 'Compliance rate with operational policies']","TRUE","Ensure secure facility operations.","TRUE","Shared","TRUE","Priority 3","['Define Operational Policies', 'Implement Operational Measures', 'Regularly Monitor Operations', 'Update Policies as Needed']","","FALSE","Shared","All organizational facilities.","","TRUE","FALSE",""
"TRUE","FALSE","Incident response procedures","Yes","Incident response procedures","Regularly test the incident response plan to ensure its effectiveness.","6.2","Respond","Test Incident Response Plan","Identity Management, Authentication, and Access Control","PR.AA","Protect (PR)","TRUE","SEF-07","Define and implement, processes, procedures and technical measures
for security breach notifications. Report security breaches and assumed security
breaches including any relevant supply chain breaches, as per applicable SLAs,
laws and regulations.","Security Breach Notification","TRUE","TRUE","Regularly test the incident response plan to ensure its effectiveness.","FALSE","FALSE","Incident response procedures","6.2","Regularly test the incident response plan to ensure its effectiveness.","Respond","Test Incident Response Plan","Shared","FALSE","TRUE","['Number of infrastructure incidents', 'Frequency of policy updates', 'Compliance rate with protection policies']","TRUE","Protect critical infrastructure.","TRUE","Shared","TRUE","Priority 3","['Define Protection Policies', 'Implement Protection Measures', 'Regularly Monitor Infrastructure', 'Update Policies as Needed']","Security Team","FALSE","Shared","All organizational facilities.","Respond","TRUE","FALSE","Test Incident Response Plan"
"TRUE","FALSE","Incident response procedures","No","Incident response procedures","Conduct post-mortem reviews after security incidents to identify areas of improvement.","6.3","Recover","Conduct Incident Post-Mortem Reviews","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","SEF-08","Maintain points of contact for applicable regulation authorities,
national and local law enforcement, and other legal jurisdictional authorities.","Points of Contact Maintenance","TRUE","TRUE","Conduct post-mortem reviews after security incidents to identify areas of improvement.","TRUE","FALSE","Incident response procedures","6.3","Conduct post-mortem reviews after security incidents to identify areas of improvement.","Recover","Conduct Incident Post-Mortem Reviews","Shared","FALSE","TRUE","['Number of access control incidents', 'Frequency of policy updates', 'Compliance rate with access control policies']","TRUE","Manage facility access controls.","FALSE","Shared","TRUE","Priority 3","['Define Access Control Policies', 'Implement Access Control Measures', 'Regularly Monitor Access Controls', 'Update Policies as Needed']","Security Team","FALSE","Shared","All organizational facilities.","Recover","TRUE","FALSE","Conduct Incident Post-Mortem Reviews"
"TRUE","TRUE","","No","","","","","","","","","TRUE","STA-01","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for the application of the Shared Security Responsibility
Model (SSRM) within the organization. Review and update the policies and procedures
at least annually.","SSRM Policy and Procedures","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of procurement incidents', 'Frequency of policy updates', 'Compliance rate with procurement policies']","TRUE","Ensure secure procurement processes.","TRUE","Shared","TRUE","Priority 3","['Define Procurement Policies', 'Implement Procurement Measures', 'Regularly Monitor Procurement', 'Update Policies as Needed']","","FALSE","Shared","All procurement activities.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","STA-02","Apply, document, implement and manage the SSRM throughout the supply
chain for the cloud service offering.","SSRM Supply Chain","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of data protection incidents', 'Frequency of policy updates', 'Compliance rate with protection policies']","TRUE","Protect procurement data.","TRUE","Shared","TRUE","Priority 3","['Define Data Protection Policies', 'Implement Protection Measures', 'Regularly Monitor Procurement Data', 'Update Policies as Needed']","","FALSE","Shared","All procurement data.","","TRUE","TRUE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","STA-03","Provide SSRM Guidance to the CSC detailing information about the
SSRM applicability throughout the supply chain.","SSRM Guidance","TRUE","TRUE","","TRUE","FALSE","","","","","","CSP-Owned","TRUE","TRUE","['Number of supplier incidents', 'Frequency of policy updates', 'Compliance rate with management policies']","TRUE","Manage supplier relationships.","FALSE","CSP-Owned","TRUE","Priority 3","['Define Supplier Management Policies', 'Implement Management Measures', 'Regularly Monitor Supplier Relationships', 'Update Policies as Needed']","","FALSE","CSP-Owned","All suppliers.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","STA-04","Delineate the shared ownership and applicability of all CSA CCM controls
according to the SSRM for the cloud service offering.","SSRM Control Ownership","TRUE","TRUE","","TRUE","FALSE","","","","","","CSP-Owned","TRUE","TRUE","['Number of compliance incidents', 'Frequency of policy updates', 'Compliance rate with compliance policies']","TRUE","Ensure supplier compliance.","FALSE","CSP-Owned","TRUE","Priority 3","['Define Supplier Compliance Policies', 'Implement Compliance Measures', 'Regularly Monitor Supplier Compliance', 'Update Policies as Needed']","","FALSE","CSP-Owned","All suppliers.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","STA-05","Review and validate SSRM documentation for all cloud services offerings
the organization uses.","SSRM Documentation Review","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","TRUE","['Number of performance incidents', 'Frequency of policy updates', 'Compliance rate with performance policies']","TRUE","Monitor supplier performance.","FALSE","Shared","TRUE","Priority 3","['Define Performance Policies', 'Implement Performance Measures', 'Regularly Monitor Performance', 'Update Policies as Needed']","","FALSE","Shared","All suppliers.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","STA-06","Implement, operate, and audit or assess the portions of the SSRM
which the organization is responsible for.","SSRM Control Implementation","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of risk incidents', 'Frequency of policy updates', 'Compliance rate with risk policies']","TRUE","Manage supplier risk.","TRUE","Shared","TRUE","Priority 3","['Define Risk Policies', 'Implement Risk Measures', 'Regularly Monitor Risk', 'Update Policies as Needed']","","FALSE","Shared","All suppliers.","","TRUE","TRUE",""
"TRUE","FALSE","","Yes","","","","","","","","","TRUE","STA-07","Develop and maintain an inventory of all supply chain relationships.","Supply Chain Inventory","FALSE","TRUE","","FALSE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of operational incidents', 'Frequency of policy updates', 'Compliance rate with operational policies']","TRUE","Ensure secure supplier operations.","FALSE","Shared","TRUE","Priority 3","['Define Operational Policies', 'Implement Operational Measures', 'Regularly Monitor Operations', 'Update Policies as Needed']","","FALSE","Shared","All suppliers.","","TRUE","TRUE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","STA-08","CSPs periodically review risk factors associated with all organizations
within their supply chain.","Supply Chain Risk Management","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of system incidents', 'Frequency of policy updates', 'Compliance rate with protection policies']","TRUE","Protect procurement systems.","FALSE","Shared","TRUE","Priority 3","['Define Protection Policies', 'Implement Protection Measures', 'Regularly Monitor Systems', 'Update Policies as Needed']","","FALSE","Shared","All procurement IT systems.","","TRUE","TRUE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","STA-09","Service agreements between CSPs and CSCs (tenants) must incorporate at least the following mutually-agreed upon provisions and/or terms:
 Scope, characteristics and location of business relationship and services offered
 Information security requirements (including SSRM)
 Change management process
 Logging and monitoring capability
 Incident management and communication procedures
 Right to audit and third party assessment
 Service termination
 Interoperability and portability requirements
 Data privacy","Primary Service and Contractual Agreement","TRUE","TRUE","","FALSE","FALSE","","","","","","Shared","TRUE","TRUE","['Number of compliance incidents', 'Frequency of policy updates', 'Compliance rate with compliance policies']","TRUE","Ensure procurement policy compliance.","TRUE","Shared","TRUE","Priority 3","['Define Compliance Policies', 'Implement Compliance Measures', 'Regularly Monitor Compliance', 'Update Policies as Needed']","","FALSE","Shared","All procurement activities.","","TRUE","TRUE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","STA-10","Review supply chain agreements between CSPs and CSCs at least annually.","Supply Chain Agreement Review","FALSE","TRUE","","FALSE","FALSE","","","","","","Shared","TRUE","TRUE","['Number of monitoring incidents', 'Frequency of policy updates', 'Compliance rate with monitoring policies']","TRUE","Monitor procurement activities.","FALSE","Shared","TRUE","Priority 3","['Define Monitoring Policies', 'Implement Monitoring Measures', 'Regularly Monitor Activities', 'Update Policies as Needed']","","FALSE","Shared","All procurement activities.","","TRUE","TRUE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","STA-11","Define and implement a process for conducting internal assessments
to confirm conformance and effectiveness of standards, policies, procedures,
and service level agreement activities at least annually.","Internal Compliance Testing","FALSE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of documentation incidents', 'Frequency of policy updates', 'Compliance rate with documentation policies']","TRUE","Document procurement processes.","FALSE","Shared","TRUE","Priority 3","['Define Documentation Policies', 'Implement Documentation Measures', 'Regularly Review Documentation', 'Update Policies as Needed']","","FALSE","Shared","All procurement activities.","","TRUE","TRUE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","STA-12","Implement policies requiring all CSPs throughout the supply chain
to comply with information security, confidentiality, access control, privacy,
audit, personnel policy and service level requirements and standards.","Supply Chain Service Agreement Compliance","TRUE","TRUE","","FALSE","FALSE","","","","","","Shared","TRUE","TRUE","['Number of procurement incidents', 'Frequency of policy updates', 'Compliance rate with incident policies']","TRUE","Manage procurement incidents.","TRUE","Shared","TRUE","Priority 3","['Define Incident Policies', 'Implement Incident Measures', 'Regularly Monitor Incidents', 'Update Policies as Needed']","","FALSE","Shared","All procurement activities.","","TRUE","TRUE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","STA-13","Periodically review the organization's supply chain partners' IT
governance policies and procedures.","Supply Chain Governance Review","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","FALSE","FALSE","['Number of communication incidents', 'Frequency of policy updates', 'Compliance rate with communication policies']","TRUE","Ensure secure procurement communications.","FALSE","Shared","TRUE","Priority 3","['Define Communication Policies', 'Implement Communication Measures', 'Regularly Monitor Communications', 'Update Policies as Needed']","","FALSE","Shared","All procurement activities.","","TRUE","TRUE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","STA-14","Define and implement a process for conducting security assessments
periodically for all organizations within the supply chain.","Supply Chain Data Security Assessment","TRUE","TRUE","","FALSE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of infrastructure incidents', 'Frequency of policy updates', 'Compliance rate with protection policies']","TRUE","Protect procurement infrastructure.","FALSE","Shared","TRUE","Priority 3","['Define Protection Policies', 'Implement Protection Measures', 'Regularly Monitor Infrastructure', 'Update Policies as Needed']","","FALSE","Shared","All procurement activities.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","TVM-01","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures to identify, report and prioritize the remediation of
vulnerabilities, in order to protect systems against vulnerability exploitation.
Review and update the policies and procedures at least annually.","Threat and Vulnerability Management Policy and Procedures","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of TVM incidents', 'Frequency of policy reviews', 'Compliance rate with TVM policies']","TRUE","Establish threat and vulnerability management policies.","TRUE","Shared","TRUE","Priority 2","['Define TVM Policies', 'Implement TVM Procedures', 'Regularly Review Policies', 'Update Procedures as Needed']","","TRUE","Shared","All threat and vulnerability management activities.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","TVM-02","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures to protect against malware on managed assets. Review
and update the policies and procedures at least annually.","Malware Protection Policy and Procedures","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of malware incidents', 'Frequency of malware reviews', 'Compliance rate with malware policies']","TRUE","Implement malware protection policies.","TRUE","Shared","TRUE","Priority 2","['Define Malware Policies', 'Implement Malware Procedures', 'Regularly Review Malware Protections', 'Update Procedures as Needed']","","TRUE","Shared","All malware protection activities.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","TVM-03","Define, implement and evaluate processes, procedures and technical
measures to enable both scheduled and emergency responses to vulnerability identifications,
based on the identified risk.","Vulnerability Remediation Schedule","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of remediation incidents', 'Frequency of remediation reviews', 'Compliance rate with remediation policies']","TRUE","Schedule vulnerability remediation.","TRUE","Shared","TRUE","Priority 2","['Define Remediation Policies', 'Implement Remediation Procedures', 'Regularly Review Remediation', 'Update Procedures as Needed']","","TRUE","Shared","All vulnerability management activities.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","TVM-04","Define, implement and evaluate processes, procedures and technical
measures to update detection tools, threat signatures, and indicators of compromise
on a weekly, or more frequent basis.","Detection Updates","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of detection updates', 'Frequency of detection reviews', 'Compliance rate with detection policies']","TRUE","Update detection mechanisms regularly.","TRUE","Shared","TRUE","Priority 2","['Define Detection Policies', 'Implement Detection Procedures', 'Regularly Review Detection', 'Update Procedures as Needed']","","TRUE","Shared","All detection activities.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","TVM-05","Define, implement and evaluate processes, procedures and technical
measures to identify updates for applications which use third party or open
source libraries according to the organization's vulnerability management policy.","External Library Vulnerabilities","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of library incidents', 'Frequency of library reviews', 'Compliance rate with library policies']","TRUE","Manage external library vulnerabilities.","TRUE","Shared","TRUE","Priority 2","['Define Library Policies', 'Implement Library Procedures', 'Regularly Review Libraries', 'Update Procedures as Needed']","","TRUE","CSP-Owned","All software development activities.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","TVM-06","Define, implement and evaluate processes, procedures and technical
measures for the periodic performance of penetration testing by independent
third parties.","Penetration Testing","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of test findings', 'Frequency of tests', 'Compliance rate with testing policies']","TRUE","Conduct regular penetration testing.","TRUE","Shared","TRUE","Priority 2","['Define Penetration Policies', 'Implement Testing Procedures', 'Regularly Conduct Tests', 'Update Procedures as Needed']","","FALSE","CSP-Owned","All organizational units.","","TRUE","FALSE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","TVM-07","Define, implement and evaluate processes, procedures and technical
measures for the detection of vulnerabilities on organizationally managed assets
at least monthly.","Vulnerability Identification","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","FALSE","FALSE","['Number of identified vulnerabilities', 'Frequency of identifications', 'Compliance rate with identification policies']","TRUE","Identify vulnerabilities continuously.","TRUE","Shared","TRUE","Priority 2","['Define Identification Policies', 'Implement Identification Procedures', 'Regularly Conduct Identifications', 'Update Procedures as Needed']","","FALSE","Shared","All organizational units.","","TRUE","FALSE",""
